,status_group
13346,non functional
13347,functional
13348,functional
13349,functional
13350,functional
13351,functional
13352,functional
13353,functional
13354,functional needs repair
13355,non functional
13356,functional
13357,functional
13358,functional
13359,functional needs repair
13360,functional
13361,functional
13362,functional
13363,functional
13364,functional
13365,non functional
13366,functional
13367,functional
13368,non functional
13369,non functional
13370,functional
13371,functional
13372,functional
13373,non functional
13374,functional
13375,functional
13376,non functional
13377,functional
13378,functional
13379,functional
13380,functional
13381,non functional
13382,functional needs repair
13383,functional
13384,functional
13385,functional
13386,functional
13387,functional
13388,non functional
13389,non functional
13390,non functional
13391,functional needs repair
13392,functional
13393,functional
13394,functional
13395,functional
13396,functional
13397,functional
13398,functional needs repair
13399,non functional
13400,functional
13401,functional
13402,non functional
13403,functional
13404,non functional
13405,functional
13406,non functional
13407,functional
13408,functional
13409,functional
13410,functional
13411,functional
13412,non functional
13413,functional
13414,functional needs repair
13415,functional
13416,functional
13417,functional
13418,functional
13419,functional
13420,functional
13421,functional
13422,functional
13423,functional
13424,functional
13425,non functional
13426,functional
13427,functional
13428,non functional
13429,functional
13430,functional
13431,non functional
13432,functional
13433,functional
13434,functional
13435,functional
13436,functional
13437,functional
13438,non functional
13439,non functional
13440,functional
13441,functional
13442,non functional
13443,functional
13444,functional
13445,functional
13446,functional
13447,functional
13448,functional
13449,functional
13450,functional
13451,functional needs repair
13452,functional
13453,non functional
13454,non functional
13455,functional
13456,non functional
13457,functional
13458,functional
13459,non functional
13460,functional
13461,functional
13462,functional
13463,non functional
13464,functional
13465,non functional
13466,functional
13467,non functional
13468,functional
13469,functional
13470,functional
13471,functional
13472,functional
13473,non functional
13474,functional
13475,non functional
13476,non functional
13477,non functional
13478,functional
13479,non functional
13480,non functional
13481,functional needs repair
13482,functional
13483,non functional
13484,functional
13485,functional
13486,functional
13487,functional
13488,functional
13489,non functional
13490,non functional
13491,functional
13492,non functional
13493,functional
13494,non functional
13495,non functional
13496,functional
13497,functional
13498,functional
13499,functional
13500,non functional
13501,non functional
13502,functional
13503,non functional
13504,functional
13505,non functional
13506,functional
13507,non functional
13508,functional
13509,functional
13510,functional
13511,non functional
13512,functional needs repair
13513,functional
13514,non functional
13515,functional
13516,functional
13517,functional
13518,functional
13519,functional
13520,functional
13521,functional
13522,non functional
13523,functional
13524,functional
13525,functional
13526,functional
13527,functional
13528,functional
13529,functional
13530,functional
13531,non functional
13532,non functional
13533,functional
13534,functional
13535,non functional
13536,non functional
13537,non functional
13538,functional
13539,non functional
13540,functional
13541,non functional
13542,functional
13543,functional
13544,functional
13545,non functional
13546,functional
13547,non functional
13548,functional
13549,functional
13550,functional
13551,functional
13552,functional
13553,non functional
13554,non functional
13555,functional
13556,functional
13557,functional
13558,non functional
13559,non functional
13560,non functional
13561,functional
13562,non functional
13563,non functional
13564,non functional
13565,functional
13566,functional
13567,non functional
13568,non functional
13569,non functional
13570,functional
13571,non functional
13572,non functional
13573,functional
13574,functional
13575,non functional
13576,functional
